STATION,ICAO,LAT,LON,ELEV,M,PRIORITY,CD,COUNTRY
MONTE CASEROS AR,SARM,-30.25 ,-57.63 ,54,X,7,,AR
POSADAS AIRPORT,SARP,-27.38 ,-55.97 ,125,X,6,,AR
PRESIDENT R S PE,SARS,-26.82 ,-60.45 ,92,X,7,,AR
SALTA AIRPORT,SASA,-24.85 ,-65.47 ,1216,X,5,,AR
JUJUY AIRPORT,SASJ,-24.37 ,-65.07 ,1167,X,6,,AR
ORAN AIRPORT,SASO,-23.13 ,-64.32 ,357,X,7,,AR
LA QUIACA OBSERV,SASQ,-22.10 ,-65.58 ,3462,X,7,,AR
RIVADAVIA,SASR,-24.17 ,-62.88 ,205,X,7,,AR
TARTAGAL AIRPORT,SAST,-22.63 ,-63.82 ,450,X,7,,AR
GOYA,SATG,-29.10 ,-59.22 ,38,X,7,,AR
LAS LOMITAS,SATK,-24.68 ,-60.57 ,130,X,7,,AR
MERCEDES,SATM,-29.22 ,-58.07 ,107,X,7,,AR
RECONQUISTA,SATR,-29.22 ,-59.68 ,48,X,7,,AR
CURUZU CUATIA AR,SATU,-29.77 ,-57.97 ,73,X,7,,AR
EL BOLSON AERO,SAVB,-41.97 ,-71.52 ,337,X,7,,AR
COMODORO RIVADAV,SAVC,-45.77 ,-67.50 ,46,X,6,,AR
EL MAITEN,SAVD,-42.02 ,-71.17 ,720,X,7,,AR
ESQUEL AIRPORT,SAVE,-42.97 ,-71.15 ,794,X,7,,AR
SAN ANTONIO OEST,SAVO,-40.75 ,-65.03 ,7,X,7,,AR
PASO DE INDIOS,SAVP,-43.82 ,-68.87 ,460,X,7,,AR
ALTO RIO SENGUER,SAVR,-45.02 ,-70.82 ,697,X,7,,AR
TRELEW/ALMIRANTE,SAVT,-43.20 ,-65.27 ,43,X,6,,AR
VIEDMA/CASTELLO,SAVV,-40.85 ,-63.02 ,7,X,7,,AR
EL TEHUELCHE,SAVY,-42.77 ,-65.10 ,136,X,7,,AR
LAGO ARGENTINO A,SAWA,-50.32 ,-72.28 ,220,X,7,,AR
PUERTO DESEADO A,SAWD,-47.72 ,-65.92 ,80,X,7,,AR
RIO GRANDE AIRPO,SAWE,-53.78 ,-67.75 ,22,X,6,,AR
RIO GALLEGOS ARP,SAWG,-51.62 ,-69.27 ,19,X,6,,AR
USHUAIA (ARG-NAV,SAWH,-54.78 ,-68.32 ,14,X,7,,AR
SAN JULIAN AIRPO,SAWJ,-49.32 ,-67.77 ,62,X,7,,AR
RIO MAYO,SAWM,-45.70 ,-70.25 ,545,X,7,,AR
PERITO MORENO AR,SAWP,-46.52 ,-71.02 ,429,X,7,,AR
GOBERNADOR GREGO,SAWR,-48.77 ,-70.17 ,356,X,7,,AR
EL TURBIO/RIO TU,SAWT,-51.60 ,-72.22 ,273,X,7,,AR
SANTA CRUZ AIRPO,SAWU,-50.02 ,-68.57 ,111,X,7,,AR
AZUL AIRPORT,SAZA,-36.75 ,-59.82 ,132,X,7,,AR
BAHIA BLANCA (MI,SAZB,-38.72 ,-62.17 ,83,X,6,,AR
DOLORES AIRPORT,SAZD,-36.35 ,-57.72 ,9,X,7,,AR
PIGUE AIRPORT,SAZE,-37.60 ,-62.37 ,304,X,7,,AR
GENERAL PICO ARP,SAZG,-35.70 ,-63.75 ,145,X,7,,AR
TRES ARROYOS,SAZH,-38.32 ,-60.25 ,115,X,7,,AR
BOLIVAR,SAZI,-36.18 ,-61.08 ,94,X,7,,AR
MAR DEL PLATA AR,SAZM,-37.92 ,-57.57 ,21,X,6,,AR
NEUQUEN AIRPORT,SAZN,-38.95 ,-68.12 ,271,X,6,,AR
NECOCHEA AIRPORT,SAZO,-38.47 ,-58.82 ,32,X,7,,AR
PEHUAJO/CMDR ZAN,SAZP,-35.87 ,-61.88 ,86,X,7,,AR
RIO COLORADO,SAZQ,-39.02 ,-64.07 ,79,X,7,,AR
SANTA ROSA AIRPO,SAZR,-36.57 ,-64.27 ,191,X,7,,AR
SAN CARLOS BARIL,SAZS,-41.13 ,-71.17 ,840,X,6,,AR
TANDIL AIRPORT,SAZT,-37.22 ,-59.25 ,175,X,7,,AR
VILLA GESELL,SAZV,-37.22 ,-57.02 ,7,X,7,,AR
CHAPELCO,SAZY,-40.07 ,-71.12 ,779,X,7,,AR
STANLEY AIRPORT,SFAL,-51.67 ,-57.77 ,23,X,7,,FK
MOUNT PLEASANT,EGYP,-51.82 ,-58.45 ,74,X,7,,FK
JOHAN A. PENGEL,SMJP,5.45 ,-55.17 ,16,X,6,,SR
NICKERIE FERNAND,SMNI,5.95 ,-57.03 ,10,X,8,,SR
SIPALIWINI,SMSI,2.02 ,-56.12 ,265,X,7,,SR
STOELMANSEILAND,SMST,4.33 ,-54.42 ,52,X,7,,SR
TAFELBERG/RUDI K,SMTB,3.77 ,-56.13 ,323,X,7,,SR
PARAMARIBO,SMZO,5.82 ,-55.18 ,10,X,8,,SR
ZANDERY/PARAMARI,SMZY,5.45 ,-55.20 ,15,X,7,,SR
AASIAAT/EGEDESMI,BGAA,68.70 ,-52.80 ,41,X,8,,GL
ANGMAGSSALIK,BGAM,65.58 ,-37.62 ,52,X,7,,GL
ANGISSOQ (AUT),BGAS,59.97 ,-45.20 ,16,X,7,,GL
APUTITEQ ADS (AU,BGAT,67.77 ,-32.27 ,23,X,7,,GL
NARSSARSSUAQ,BGBW,61.17 ,-45.42 ,26,X,6,,GL
CHRISTIANHAB(POR,BGCH,68.75 ,-51.50 ,76,X,7,,GL
CONSTABLE POINT,BGCO,70.75 ,-22.67 ,10,X,7,,GL
DANEBORG (AUT),BGDB,74.28 ,-20.22 ,44,X,7,,GL
DANMARKSHAVN (PO,BGDH,76.77 ,-18.67 ,12,X,7,,GL
DUNDAS,BGDU,76.50 ,-69.00 ,20,X,7,,GL
EGEDESMINDE/AUSI,BGEM,68.70 ,-52.75 ,47,X,7,,GL
FREDERIKSDAL,BGFD,60.25 ,-45.50 ,23,X,7,,GL
FREDERIKSHAB (PO,BGFH,62.00 ,-49.72 ,16,X,7,,GL
GRONNEDAL,BGGD,61.22 ,-48.12 ,29,X,7,,GL
GODTHAB (PORT),BGGH,64.20 ,-51.68 ,70,X,6,,GL
GODHAVN (PORT),BGGN,69.32 ,-53.57 ,24,X,7,,GL
HOLSTEINSBORG,BGHB,66.92 ,-53.67 ,9,X,7,,GL
JULIANEHAB (PORT,BGJH,60.72 ,-46.03 ,34,X,7,,GL
JAKOBSHAVN (PORT,BGJN,69.25 ,-51.07 ,25,X,6,,GL
KULUSUK AIRPORT,BGKK,65.57 ,-37.12 ,34,X,6,,GL
CAPE TOBIN (AUT),BGKT,70.42 ,-21.97 ,41,X,7,,GL
MANIITSOQ,BGMQ,65.42 ,-52.93 ,15,X,8,,GL
MESTERS VIG,BGMV,72.25 ,-24.32 ,10,X,7,,GL
NANORTALIK,BGNN,60.52 ,-45.75 ,20,X,7,,GL
NARSSAQ,BGNS,61.00 ,-46.00 ,30,X,7,,GL
QAANAAQ,BGQQ,77.47 ,-69.22 ,19,X,8,,GL
PRINS CHRISTIAN,BGPC,60.02 ,-43.12 ,19,X,7,,GL
PAAMIUT,BGPT,61.98 ,-49.67 ,2,X,8,,GL
SCORESBYSUND,BGSC,70.47 ,-21.97 ,66,X,7,,GL
SONDRE STROMFJOR,BGSF,67.00 ,-50.78 ,53,X,6,,GL
SISIMIUT,BGSS,66.95 ,-53.73 ,50,X,8,,GL
SUKKERTOPPEN,BGST,65.42 ,-53.00 ,24,X,7,,GL
THULE AB,BGTL,76.53 ,-68.70 ,77,X,6,,GL
TINGMIARMIUT,BGTM,62.42 ,-42.25 ,10,X,7,,GL
UPERNAVIK,BGUK,72.78 ,-56.13 ,127,X,8,,GL
UUMMANNAQ/QAARSU,BGUQ,70.68 ,-52.17 ,2,X,8,,GL
UPERNAVIK AWS (A,BGUP,72.77 ,-56.17 ,63,X,7,,GL
AKUREYRI,BIAR,65.67 ,-18.07 ,27,X,6,,IS
EGILSSTADIR,BIEG,65.27 ,-14.37 ,38,X,6,,IS
GRIMSEY ISLAND,BIGR,66.52 ,-18.02 ,16,X,7,,IS
HJARDARNES/HORNA,BIHN,64.30 ,-15.23 ,7,X,7,,IS
KEFLAVIK (CIV/MI,BIKF,63.97 ,-22.60 ,54,X,6,,IS
RAUFARHOFN,BIRG,66.45 ,-15.93 ,10,X,7,,IS
REYKJAVIK (NOTAM,BIRK,64.13 ,-21.90 ,61,X,6,,IS
STYKKISHOLMUR,BIST,65.07 ,-22.72 ,8,X,7,,IS
VESTMANNAEYJAR (,BIVM,63.38 ,-20.27 ,124,X,7,,IS
SKJALDTHINGSSTAD,BIVO,65.75 ,-14.82 ,48,X,7,,IS
ANTWERP/DEURNE,EBAW,51.20 ,4.47 ,14,X,6,,BE
BEAUVECHAIN (BAF,EBBE,50.75 ,4.77 ,127,X,6,,BE
KLEINE-BROGEL(BA,EBBL,51.17 ,5.47 ,64,X,6,,BE
BRUSSELS NATIONA,EBBR,50.90 ,4.50 ,58,X,6,,BE
BRASSCHAAT (MIL),EBBT,51.32 ,4.50 ,23,X,6,,BE
BERTRIX (BEL-AFB,EBBX,49.88 ,5.22 ,461,X,7,,BE
CHARLEROI/GOSSEL,EBCI,50.47 ,4.45 ,192,X,6,,BE
CHIEVRES AB,EBCV,50.57 ,3.82 ,63,X,6,,BE
SCHAFFEN,EBDT,51.02 ,5.07 ,54,X,6,,BE
KOKSIJDE (BEL-AF,EBFN,51.07 ,2.63 ,9,X,6,,BE
FLORENNES (BEL-A,EBFS,50.22 ,4.65 ,299,X,6,,BE
GRIMBERGEN,EBGB,50.95 ,4.40 ,21,Z,7,,BE
BALEN-KEIHEUVEL,EBKH,51.18 ,5.22 ,40,Z,7,,BE
KORTRIJK,EBKT,50.82 ,3.20 ,20,Z,7,,BE
ELSENBORN (MIL),EBLB,50.47 ,6.17 ,570,X,7,,BE
BIERSET/LIEGE (C,EBLG,50.63 ,5.45 ,178,X,6,,BE
BIERSET/LIEGE (M,EBLH,50.63 ,5.45 ,178,X,7,,BE
MELSBROEK (BEL-A,EBMB,50.88 ,4.50 ,55,X,7,,BE
OOSTENDE AIRPORT,EBOS,51.20 ,2.87 ,5,X,6,,BE
SPA/LA SAUVENIER,EBSP,50.47 ,5.92 ,482,X,7,,BE
ST. TRUIDEN (BAF,EBST,50.78 ,5.20 ,75,X,7,,BE
SAINT HUBERT,EBSH,50.02 ,5.40 ,588,Z,7,,BE
SAINT HUBERT (MI,EBSU,50.02 ,5.40 ,557,X,7,,BE
SEMMERZAKE (MIL),EBSZ,50.93 ,3.65 ,37,X,7,,BE
GOETSENHOVEN (MI,EBTN,50.77 ,4.95 ,81,X,7,,BE
MAUBRAY,EBTY,50.53 ,3.50 ,49,Z,7,,BE
WEELDE (MIL),EBWE,51.42 ,5.00 ,60,X,7,,BE
BRUSSELS (MIL),EBWM,50.88 ,4.52 ,58,X,7,,BE
GENK/ZWARTBERG,EBZW,51.02 ,5.53 ,63,X,7,,BE
GENT/INDUSTRY ZO,EBGT,51.18 ,3.80 ,13,Z,9,,BE
MUNTE (MIL),EBMT,50.92 ,3.72 ,60,Z,7,,BE
ALTENBURG-NOBITZ,EDAC,50.98 ,12.50 ,195,X,6,,DE
DESSAU,EDAD,51.83 ,12.18 ,57,Z,7,,DE
HERINGSDORF,EDAH,53.87 ,14.15 ,28,X,6,,DE
BERLIN/TEMPLEHO,EDBB,52.47 ,13.40 ,49,Z,7,,DE
MAGDEBURG,EDBM,52.08 ,11.62 ,82,X,6,,DE
ALLSTEDT,EDBT,51.38 ,11.45 ,284,Z,7,,DE
PAROW,EDCP,54.37 ,13.07 ,4,Z,7,,DE
BERLIN/SCHONEFEL,EDDB,52.37 ,13.52 ,48,X,6,,DE
DRESDEN/KLOTZSCH,EDDC,51.12 ,13.77 ,226,X,6,,DE
ERFURT/BINDERSLE,EDDE,50.97 ,10.97 ,323,X,6,,DE
FRANKFURT MAIN A,EDDF,50.03 ,8.58 ,113,X,6,,DE
MUENSTER/OSNABRU,EDDG,52.12 ,7.70 ,52,X,6,,DE
HAMBURG/FUHLSBUT,EDDH,53.62 ,10.00 ,16,X,6,,DE
BERLIN/TEMPELHOF,EDDI,52.47 ,13.40 ,49,X,6,,DE
KOELN/BONN,EDDK,50.87 ,7.17 ,99,X,6,,DE
DUESSELDORF,EDDL,51.27 ,6.77 ,44,X,6,,DE
MUNICH-FLUGHAFEN,EDDM,48.37 ,11.82 ,447,X,6,,DE
NUERNBERG,EDDN,49.50 ,11.05 ,312,X,6,,DE
LEIPZIG/SCHKEUDI,EDDP,51.42 ,12.22 ,149,X,6,,DE
SAARBRUECKEN,EDDR,49.22 ,7.12 ,320,X,6,,DE
STUTTGART/ECHTER,EDDS,48.67 ,9.22 ,419,X,6,,DE
BERLIN/TEGEL (FA,EDDT,52.57 ,13.32 ,37,X,6,,DE
HANNOVER,EDDV,52.47 ,9.68 ,54,X,6,,DE
BREMEN,EDDW,53.03 ,8.80 ,5,X,6,,DE
BABENHAUSEN(USA,EDEF,49.95 ,8.97 ,131,Z,7,,DE
BAUMHOLDER (USA,EDEK,49.63 ,7.28 ,426,Z,7,,DE
EGELSBACH,EDFE,49.97 ,8.63 ,118,X,7,,DE
HAHN,EDFH,49.95 ,7.27 ,498,X,6,,DE
BADEN WURTTEMBRG,EDFM,49.47 ,8.52 ,100,X,6,,DE
HESSEN,EDGS,50.70 ,8.08 ,602,X,7,,DE
HAMBURG/FINKENWE,EDHI,53.52 ,9.82 ,13,X,6,,DE
KIEL/HOLTENAU CI,EDHK,54.37 ,10.17 ,31,X,7,,DE
LUEBECK/BLANKENS,EDHL,53.80 ,10.72 ,16,X,6,,DE
GIESSEN (USA-HP,EDIA,50.60 ,8.72 ,152,Z,7,,DE
ILLESHEIM (USAF),EDIK,49.47 ,10.38 ,325,Z,7,,DE
FEUCHT (USA-AF),EDIG,49.38 ,11.18 ,386,Z,7,,DE
HOHENFELS (USAF),EDIH,49.22 ,11.82 ,442,Z,7,,DE
MONCHENGLADBACH,EDLN,51.23 ,6.50 ,38,X,6,,DE
PADERBORN/LIPPST,EDLP,51.62 ,8.62 ,213,X,6,,DE
NIEDERRHEIN,EDLV,51.60 ,6.15 ,32,X,7,,DE
DORTMUND/WICKEDE,EDLW,51.52 ,7.62 ,127,X,6,,DE
AUGSBERG/MULHAUS,EDMA,48.42 ,10.92 ,463,X,6,,DE
OBERPFAFFENHOFEN,EDMO,48.07 ,11.27 ,600,X,7,,DE
FRIEDRICHSHAFEN,EDNY,47.67 ,9.52 ,424,X,6,,DE
SCHWERIN-PARCHIM,EDOP,53.43 ,11.78 ,51,X,7,,DE
NEUHAUSEN OB EC,EDPH,47.97 ,8.90 ,794,Z,7,,DE
BAYREUTH,EDQD,49.97 ,11.62 ,498,X,6,,DE
HOF,EDQM,50.32 ,11.87 ,568,X,6,,DE
ZWEIBRUCKEN,EDRZ,49.22 ,7.40 ,344,X,7,,DE
KARLSRUHE/BADEN,EDSB,48.78 ,8.08 ,124,X,7,,DE
DONAUESCHINGEN,EDTD,47.97 ,8.52 ,680,X,8,,DE
LAHR (CAN-AFB),EDTL,48.37 ,7.83 ,156,X,6,,DE
KONSTANZ,EDTZ,47.67 ,9.17 ,447,Z,7,,DE
BRAUNSCHWEIG,EDVE,52.32 ,10.55 ,88,X,7,,DE
KASSEL/CALDEN,EDVK,51.38 ,9.37 ,285,X,6,,DE
LEMWERDER,EDWD,53.13 ,8.62 ,30,Z,7,,DE
EMDEN-KOENIGSPO,EDWE,53.35 ,7.22 ,5,X,7,,DE
WESTERLAND/SYLT,EDXW,54.92 ,8.33 ,20,X,6,,DE
ESSEN/MULHEIM,EDZE,51.38 ,6.97 ,161,Z,7,,DE
SPANGDAHLEM (USA,ETAD,49.98 ,6.70 ,365,X,7,,DE
RAMSTEIN (USAFB),ETAR,49.42 ,7.58 ,238,X,7,,DE
PIRNA-PRATZSCHWI,EDAR,50.98 ,13.92 ,400,Z,7,,DE
SEMBACH (USAFB),ETAS,49.50 ,7.87 ,321,Z,7,,DE
SEMBACH (USAFB),EDAS,49.50 ,7.87 ,321,Z,7,,DE
AACHEN/MERZBRUCK,ETBA,50.82 ,6.17 ,191,Z,7,,DE
BUTZWEILERHOF (B,ETBB,50.97 ,6.90 ,49,Z,7,,DE
KATTERBACH (USA-,ETEB,49.32 ,10.62 ,467,X,7,,DE
BAD KREUZNACH AA,ETEH,49.85 ,7.87 ,103,Z,7,,DE
GIEBELSTADT(USA-,ETEU,49.63 ,9.97 ,298,Z,7,,DE
BERGEN (MIL),ETGB,52.82 ,9.92 ,69,Z,7,,DE
MEIERWIK,ETGG,54.82 ,9.50 ,33,X,7,,DE
IDAR-OBERSTEIN(M,ETGI,49.70 ,7.32 ,377,Z,7,,DE
KUEMMERSBRUCK,ETGK,49.43 ,11.90 ,418,Z,7,,DE
MEPPEN (MIL),ETGM,52.72 ,7.32 ,26,Z,7,,DE
ROTENBURG,ETGQ,53.13 ,9.35 ,61,X,8,,DE
WITTSTOCK,ETGW,53.20 ,12.52 ,74,Z,7,,DE
KALKAR (MIL COMM,ETGY,51.75 ,6.27 ,43,X,7,,DE
MESSSTETTEN,ETGZ,48.17 ,9.00 ,920,X,7,,DE
ALTENSTADT/SCHON,ETHA,47.82 ,10.87 ,760,X,7,,DE
BUCKEBURG(GER-AR,ETHB,52.27 ,9.07 ,78,X,7,,DE
CELLE (GER-ARMY),ETHC,52.60 ,10.02 ,52,X,7,,DE
RHEINE/BENTLAGE,ETHE,52.28 ,7.37 ,49,X,7,,DE
FRITZLAR (GER-AR,ETHF,51.12 ,9.27 ,181,X,7,,DE
ITZEHOE (GER-ARM,ETHI,54.00 ,9.57 ,26,Z,7,,DE
LAUPHEIM (GER-AR,ETHL,48.22 ,9.92 ,549,X,7,,DE
MENDIG (GER-ARMY,ETHM,50.37 ,7.32 ,191,X,7,,DE
NIEDERSTETTEN (G,ETHN,49.38 ,9.97 ,473,X,7,,DE
ROTH (GER-ARMY),ETHR,49.22 ,11.08 ,395,X,7,,DE
FASSBERG (GER-AF,ETHS,52.92 ,10.17 ,88,X,7,,DE
COTTBUS (FLUGPLA,ETHT,51.77 ,14.30 ,67,Z,7,,DE
GRAFENWOEHR,ETIC,49.70 ,11.93 ,415,X,7,,DE
HANAU (USA-AF),ETID,50.17 ,8.97 ,112,Z,7,,DE
HEIDELBERG (USA-,ETIE,49.38 ,8.65 ,109,X,7,,DE
HOHENFELS (USA-A,ETIH,49.22 ,11.82 ,442,X,7,,DE
ILLESHEIM (USA-A,ETIK,49.47 ,10.37 ,325,X,7,,DE
KITZINGEN (USA-A,ETIN,49.75 ,10.18 ,210,Z,7,,DE
EGGEBEK (GER-NAV,ETME,54.62 ,9.33 ,22,X,7,,DE
KIEL/HOLTENAU(GN,ETMK,54.37 ,10.15 ,31,Z,7,,DE
NORDHOLZ (GER-NA,ETMN,53.77 ,8.67 ,31,X,7,,DE
AHLHORN (GER-AFB,ETNA,52.88 ,8.23 ,45,Z,7,,DE
DIEPHOLZ (GER-AF,ETND,52.57 ,8.33 ,43,X,7,,DE
GEILENKIRCHEN(NA,ETNG,50.97 ,6.03 ,98,X,7,,DE
HOHN (GER-AFB),ETNH,54.32 ,9.52 ,17,X,7,,DE
JEVER (GER-AFB),ETNJ,53.52 ,7.87 ,21,X,7,,DE
LAAGE,ETNL,53.92 ,12.27 ,40,X,7,,DE
NOERVENICH (GAF),ETNN,50.82 ,6.67 ,135,X,7,,DE
HOPSTEN (GER-AFB,ETNP,52.32 ,7.53 ,43,X,7,,DE
SCHLESWIG(GER-NA,ETNS,54.47 ,9.52 ,25,X,7,,DE
WITTMUNDHAVEN(GA,ETNT,53.53 ,7.67 ,12,X,7,,DE
TROLLENHAGEN,ETNU,53.60 ,13.32 ,71,X,7,,DE
WUNSTORF (GER-AF,ETNW,52.45 ,9.42 ,70,X,7,,DE
COLEMAN (USA-AF),ETOR,49.57 ,8.47 ,94,Z,7,,DE
WIESBADEN (USA-A,ETOU,50.03 ,8.32 ,141,X,7,,DE
LANDSBERG (GER-A,ETSA,48.07 ,10.90 ,628,X,7,,DE
BUECHEL,ETSB,50.17 ,7.07 ,486,X,7,,DE
ERDING (GER-AFB),ETSE,48.32 ,11.93 ,467,X,7,,DE
FUERSTENFELDBRUC,ETSF,48.20 ,11.27 ,535,Z,7,,DE
HOLZDORF,ETSH,51.77 ,13.17 ,79,X,7,,DE
INGOLSTADT(GER-M,ETSI,48.72 ,11.52 ,370,X,7,,DE
LECHFELD (GER-AF,ETSL,48.17 ,10.87 ,562,X,7,,DE
MEMMINGEN (GER-A,ETSM,47.97 ,10.22 ,644,Z,7,,DE
NEUBURG/DONAU,ETSN,48.72 ,11.22 ,387,X,7,,DE
PFERDSFELD (GER-,ETSP,49.85 ,7.58 ,396,Z,7,,DE
LAARBRUCH (RAF),ETUL,51.60 ,6.15 ,31,Z,7,,DE
NORDHORN RANGE,ETUN,52.45 ,7.17 ,26,Z,7,,DE
GUETERSLOH (RAF),ETUO,51.92 ,8.30 ,72,X,7,,DE
BRUGGEN (RAF),ETUR,51.20 ,6.12 ,76,Z,7,,DE
MEPPEN,ETWM,52.72 ,7.33 ,21,X,7,,DE
MUENSTER/OSNABRU,EDLG,52.12 ,7.70 ,52,Z,7,,DE
HANNOVER,EDVV,52.47 ,9.68 ,54,Z,7,,DE
ESSEN,EDLE,51.38 ,6.97 ,161,Z,7,,DE
BERGEN/HOHNE,EDZB,52.82 ,9.92 ,70,Z,7,,DE
IDAR/OBERSTEIN,EDZJ,49.70 ,7.32 ,377,Z,7,,DE
GAERMERSDORF,EDZH,49.42 ,11.90 ,419,Z,7,,DE
MENDIG (GER-ARM,EDPN,50.37 ,7.32 ,191,Z,7,,DE
GRAFENWOHR (USA,EDIC,49.70 ,11.93 ,415,Z,7,,DE
KIEL/HOLTENAU(G,EDCK,54.37 ,10.15 ,31,Z,7,,DE
NORVENICH (GER-,EDNN,50.82 ,6.67 ,135,Z,7,,DE
BERLIN/SCHONEFE,ETBS,52.37 ,13.52 ,48,Z,7,,DE
TALLINN,EETN,59.40 ,24.82 ,40,X,8,,EE
ENONTEKIO,EFET,68.37 ,23.43 ,306,X,7,,FI
HALLI (FIN-AFB),EFHA,61.85 ,24.80 ,145,X,7,,FI
HELSINKI/MALMI,EFHF,60.25 ,25.05 ,28,X,6,,FI
HELSINKI/VANTAA,EFHK,60.32 ,24.97 ,56,X,6,,FI
HAILUOTO ISLAND,EFHL,65.02 ,24.80 ,6,X,7,,FI
AHTARI,EFHT,62.52 ,24.22 ,161,X,7,,FI
ILMAJOKI,EFIL,62.70 ,22.82 ,92,X,7,,FI
IVALO,EFIV,68.62 ,27.42 ,148,X,6,,FI
JOENSUU,EFJO,62.67 ,29.62 ,117,X,7,,FI
JYVASKYLA (MIL/C,EFJY,62.40 ,25.68 ,145,X,6,,FI
KAUHAVA (FIN-AFB,EFKA,63.10 ,23.02 ,44,X,7,,FI
KEMI,EFKE,65.77 ,24.57 ,15,X,6,,FI
KAJAANI,EFKI,64.27 ,27.67 ,136,X,6,,FI
KRUUNUPYY,EFKK,63.72 ,23.13 ,25,X,6,,FI
KUUSAMO,EFKS,65.97 ,29.17 ,263,X,7,,FI
KITTILA,EFKT,67.70 ,24.85 ,643,X,7,,FI
KUOPIO (MIL/CIV),EFKU,63.02 ,27.80 ,102,X,6,,FI
LAPPEENRANTA,EFLP,61.07 ,28.13 ,106,X,7,,FI
MARIEHAMN/ALAND,EFMA,60.12 ,19.88 ,6,X,6,,FI
MIKKELI,EFMI,61.72 ,27.30 ,138,X,7,,FI
OULU/ULEABORG,EFOU,64.92 ,25.37 ,15,X,6,,FI
PELLO,EFPE,66.78 ,24.00 ,84,X,7,,FI
PORI (MIL/CIV),EFPO,61.47 ,21.80 ,17,X,6,,FI
PUDASJARVI,EFPU,65.37 ,27.02 ,117,X,7,,FI
ROVANIEMI (CIV/M,EFRO,66.57 ,25.82 ,201,X,6,,FI
SAVONLINNA (AUT),EFSA,61.95 ,28.93 ,95,X,7,,FI
SEINAJOKI-ILMAJO,EFSI,62.70 ,22.83 ,91,X,7,,FI
SODANKYLA,EFSO,67.37 ,26.63 ,179,X,7,,FI
SUOMUSSALMI,EFSU,64.90 ,29.02 ,224,X,7,,FI
TAMPERE/PIRKKALA,EFTP,61.42 ,23.57 ,112,X,6,,FI
TURKU/ABO,EFTU,60.52 ,22.27 ,59,X,6,,FI
UTTI (FIN-AFB),EFUT,60.88 ,26.92 ,100,X,7,,FI
VAASA,EFVA,63.03 ,21.77 ,4,X,6,,FI
VIITASAARI,EFVI,63.07 ,25.87 ,132,X,7,,FI
VARKAUS,EFVR,62.17 ,27.87 ,87,X,7,,FI
YLIVIESKA,EFYL,64.03 ,24.72 ,77,X,7,,FI
BELFAST/ALDERGRO,EGAA,54.63 ,-6.22 ,81,X,6,,GB
BELFAST HARBOUR,EGAC,54.62 ,-5.87 ,5,X,6,,GB
EGLINTON/LONDOND,EGAE,55.03 ,-7.15 ,9,X,6,,GB
BIRMINGHAM AIRPO,EGBB,52.45 ,-1.72 ,99,X,6,,GB
COVENTRY AIRPORT,EGBE,52.37 ,-1.47 ,82,X,6,,GB
STAVERTON (PRIVA,EGBJ,51.90 ,-2.17 ,29,X,6,,GB
KEMBLE RAF,EGBP,51.67 ,-2.03 ,133,X,7,,GB
MANCHESTER INTL,EGCC,53.35 ,-2.27 ,78,X,6,,GB
STRUBBY HELIPORT,EGCG,53.32 ,0.17 ,14,X,7,,GB
PLYMOUTH/MOUNTBA,EGDB,50.35 ,-4.12 ,27,X,7,,GB
CHIVENOR RAF,EGDC,51.08 ,-4.15 ,8,X,7,,GB
NEWQUAY,EGHQ,50.43 ,-5.00 ,119,X,6,,GB
LYNEHAM RAF,EGDL,51.50 ,-1.97 ,156,X,6,,GB
BOSCOMBE DOWN,EGDM,51.17 ,-1.75 ,124,X,7,,GB
NETHERAVON (ARMY,EGDN,51.25 ,-1.77 ,139,X,7,,GB
PORTLAND HELIPOR,EGDP,50.57 ,-2.45 ,3,X,7,,GB
CULDROSE (NAVY),EGDR,50.08 ,-5.25 ,82,X,7,,GB
ST ATHAN RAF,EGDX,51.38 ,-3.42 ,50,X,7,,GB
YEOVILTON (NAVY),EGDY,51.00 ,-2.62 ,23,X,7,,GB
CARDIFF-WALES AR,EGFF,51.38 ,-3.35 ,67,X,6,,GB
SWANSEA,EGFH,51.60 ,-4.07 ,90,X,7,,GB
BRISTOL/LULSGATE,EGGD,51.37 ,-2.72 ,189,X,6,,GB
LIVERPOOL AIRPOR,EGGP,53.32 ,-2.85 ,26,X,6,,GB
LUTON AIRPORT,EGGW,51.87 ,-0.37 ,160,X,6,,GB
PLYMOUTH/ROBOROU,EGHD,50.42 ,-4.12 ,25,X,6,,GB
SCILLY SAINT MAR,EGHE,49.92 ,-6.28 ,31,X,6,,GB
BOURNEMOUTH AIRP,EGHH,50.78 ,-1.83 ,11,X,6,,GB
SOUTHAMPTON WX C,EGHI,50.95 ,-1.35 ,14,X,6,,GB
PENZANCE HELIPOR,EGHK,50.12 ,-5.52 ,4,X,7,,GB
SANDOWN/WIGHT IS,EGHN,50.63 ,-1.13 ,18,X,7,,GB
ALDERNEY/CHANNEL,EGJA,49.72 ,-2.20 ,71,X,6,,GB
GUERNSEY AIRPORT,EGJB,49.42 ,-2.60 ,102,X,6,,GB
JERSEY AIRPORT,EGJJ,49.22 ,-2.20 ,84,X,6,,GB
SHOREHAM-BY-SEA,EGKA,50.83 ,-0.30 ,2,X,6,,GB
BIGGIN HILL,EGKB,51.32 ,0.02 ,183,X,6,,GB
LONDON/GATWICK A,EGKK,51.13 ,-0.17 ,62,X,6,,GB
